Date,Contract,ACT,LastPctChg,contractValue,group,timestamp,QTY_MICRO,chgValue,abs_chgValue,Anti-19,PNL_Anti-19,50/50,PNL_50/50,29,PNL_29,LowestEquity,PNL_LowestEquity,24,PNL_24,25,PNL_25,26,PNL_26,27,PNL_27,20,PNL_20,21,PNL_21,22,PNL_22,23,PNL_23,RiskOff,PNL_RiskOff,28,PNL_28,Anti-18,PNL_Anti-18,2,PNL_2,4,PNL_4,6,PNL_6,8,PNL_8,benchmark,PNL_benchmark,Anti-33,PNL_Anti-33,30,PNL_30,11,PNL_11,10,PNL_10,13,PNL_13,12,PNL_12,15,PNL_15,14,PNL_14,17,PNL_17,16,PNL_16,19,PNL_19,18,PNL_18,Anti-Custom,PNL_Anti-Custom,RiskOn,PNL_RiskOn,AntiLowestEquity,PNL_AntiLowestEquity,Previous,PNL_Previous,Anti-1,PNL_Anti-1,Anti-3,PNL_Anti-3,Anti-2,PNL_Anti-2,Anti-5,PNL_Anti-5,Anti-4,PNL_Anti-4,Anti-7,PNL_Anti-7,Anti-6,PNL_Anti-6,Anti-9,PNL_Anti-9,Anti-8,PNL_Anti-8,Custom,PNL_Custom,AntiHighestEquity,PNL_AntiHighestEquity,Anti-Seasonality,PNL_Anti-Seasonality,1,PNL_1,3,PNL_3,5,PNL_5,7,PNL_7,9,PNL_9,Anti-32,PNL_Anti-32,Anti-31,PNL_Anti-31,Anti-30,PNL_Anti-30,Anti-36,PNL_Anti-36,Anti-35,PNL_Anti-35,Anti-34,PNL_Anti-34,Anti-15,PNL_Anti-15,Off,PNL_Off,Anti-14,PNL_Anti-14,Anti-17,PNL_Anti-17,Anti50/50,PNL_Anti50/50,HighestEquity,PNL_HighestEquity,Anti-16,PNL_Anti-16,Anti-11,PNL_Anti-11,Anti-10,PNL_Anti-10,Anti-13,PNL_Anti-13,Seasonality,PNL_Seasonality,33,PNL_33,32,PNL_32,31,PNL_31,Anti-12,PNL_Anti-12,36,PNL_36,35,PNL_35,34,PNL_34,Anti-28,PNL_Anti-28,Anti-29,PNL_Anti-29,Anti-Previous,PNL_Anti-Previous,Anti-20,PNL_Anti-20,Anti-21,PNL_Anti-21,Anti-22,PNL_Anti-22,Anti-23,PNL_Anti-23,Anti-24,PNL_Anti-24,Anti-25,PNL_Anti-25,Anti-26,PNL_Anti-26,Anti-27,PNL_Anti-27
20171122,@BOF8,-1.0,-0.00553613053613,20478.0,grain,1511378085,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1,0.0,-1,0.0,-1,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,0.0,-0.0,-1.0,0.0,-1,0.0,1.0,-0.0,-1,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1,0.0,-1,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,1,-0.0,-1,0.0,1.0,-0.0,1,-0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1,0.0,-1,0.0,0.0,-0.0,1.0,-0.0,-1,0.0,1.0,-0.0,-1.0,0.0,1,-0.0,1,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
20171122,@FVZ7,1.0,0.00261131570137,116984.375,rates,1511387345,2.0,0.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,1.0,0.0,0,0.0,-1.0,-0.0,-1,-0.0,1,0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0
20171122,@JYZ7,1.0,0.011514266457,112556.25,currency,1511387345,1.0,1296.0026539,1296.0026539,1.0,1296.0026539,1.0,1296.0026539,-1.0,-1296.0026539,-1.0,-1296.0026539,1.0,1296.0026539,-1.0,-1296.0026539,-1.0,-1296.0026539,-1.0,-1296.0026539,-1.0,-1296.0026539,-1.0,-1296.0026539,0,0.0,-1,-1296.0026539,1,1296.0026539,0.0,0.0,-1.0,-1296.0026539,-1.0,-1296.0026539,0.0,0.0,1.0,1296.0026539,-1.0,-1296.0026539,0,0.0,-1.0,-1296.0026539,1.0,1296.0026539,1.0,1296.0026539,1.0,1296.0026539,-1.0,-1296.0026539,1.0,1296.0026539,-1.0,-1296.0026539,-1.0,-1296.0026539,-1,-1296.0026539,0,0.0,-1.0,-1296.0026539,1.0,1296.0026539,-1,-1296.0026539,-1.0,-1296.0026539,1,1296.0026539,1.0,1296.0026539,1.0,1296.0026539,1.0,1296.0026539,1.0,1296.0026539,1.0,1296.0026539,0.0,0.0,0.0,0.0,-1.0,-1296.0026539,-1.0,-1296.0026539,1.0,1296.0026539,1.0,1296.0026539,-1,-1296.0026539,1,1296.0026539,-1.0,-1296.0026539,-1.0,-1296.0026539,-1.0,-1296.0026539,0.0,0.0,1.0,1296.0026539,1.0,1296.0026539,0.0,0.0,-1.0,-1296.0026539,-1.0,-1296.0026539,-1,-1296.0026539,-1,-1296.0026539,1.0,1296.0026539,0,0.0,1.0,1296.0026539,1,1296.0026539,-1,-1296.0026539,1.0,1296.0026539,0,0.0,-1.0,-1296.0026539,-1.0,-1296.0026539,1.0,1296.0026539,-1.0,-1296.0026539,1.0,1296.0026539,-1.0,-1296.0026539,0.0,0.0,-1.0,-1296.0026539,1.0,1296.0026539,1,1296.0026539,1,1296.0026539,0.0,0.0,1.0,1296.0026539,-1,-1296.0026539,1.0,1296.0026539,1.0,1296.0026539,0,0.0,1,1296.0026539,-1.0,-1296.0026539,1.0,1296.0026539,1.0,1296.0026539,1.0,1296.0026539
20171122,@TUZ7,1.0,0.000945729666812,214984.375,rates,1511387345,3.0,0.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,1.0,0.0,0,0.0,-1.0,-0.0,-1,-0.0,1,0.0,-1.0,-0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0
20171122,@PXZ7,1.0,0.00698113207547,26685.0,currency,1511387345,1.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1,0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1,0.0,1,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20171122,@SFZ7,1.0,0.010399128454,127525.0,currency,1511387345,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1,0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20171123,@YMZ7,1.0,0.000638705556738,117500.0,index,1511473716,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,1,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,0,0.0,-1.0,-0.0,1,0.0,-1,-0.0,1.0,0.0,1,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20171123,@USZ7,1.0,0.00161812297735,154750.0,rates,1511473716,1.0,250.404530744,250.404530744,0.0,0.0,-1.0,-250.404530744,1.0,250.404530744,1.0,250.404530744,1.0,250.404530744,0.0,0.0,-1.0,-250.404530744,1.0,250.404530744,-1.0,-250.404530744,1.0,250.404530744,1,250.404530744,1,250.404530744,1,250.404530744,1.0,250.404530744,-1.0,-250.404530744,-1.0,-250.404530744,1.0,250.404530744,1.0,250.404530744,-1.0,-250.404530744,0,0.0,1.0,250.404530744,1.0,250.404530744,-1.0,-250.404530744,0.0,0.0,0.0,0.0,1.0,250.404530744,1.0,250.404530744,-1.0,-250.404530744,1,250.404530744,1,250.404530744,0.0,0.0,1.0,250.404530744,-1,-250.404530744,-1.0,-250.404530744,-1,-250.404530744,1.0,250.404530744,0.0,0.0,-1.0,-250.404530744,1.0,250.404530744,-1.0,-250.404530744,-1.0,-250.404530744,1.0,250.404530744,-1.0,-250.404530744,1.0,250.404530744,1.0,250.404530744,1.0,250.404530744,1,250.404530744,-1,-250.404530744,0.0,0.0,1.0,250.404530744,1.0,250.404530744,-1.0,-250.404530744,-1.0,-250.404530744,1.0,250.404530744,1.0,250.404530744,-1.0,-250.404530744,-1.0,-250.404530744,1,250.404530744,0,0.0,-1.0,-250.404530744,0,0.0,1.0,250.404530744,-1,-250.404530744,1,250.404530744,-1.0,-250.404530744,-1,-250.404530744,1.0,250.404530744,0.0,0.0,0.0,0.0,1.0,250.404530744,-1.0,-250.404530744,-1.0,-250.404530744,-1.0,-250.404530744,-1.0,-250.404530744,1.0,250.404530744,-1,-250.404530744,0,0.0,-1.0,-250.404530744,-1.0,-250.404530744,-1,-250.404530744,1.0,250.404530744,-1.0,-250.404530744,-1,-250.404530744,-1,-250.404530744,-1.0,-250.404530744,0.0,0.0,1.0,250.404530744,-1.0,-250.404530744
20171123,QSIH8,-1.0,-0.00238150557621,85875.0,metal,1511473716,1.0,-0.0,0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,1,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1,-0.0,1,-0.0,0.0,-0.0,1.0,-0.0,-1,0.0,-1.0,0.0,1,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,-1,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1,-0.0,0,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,-1,0.0,1,-0.0,-1.0,0.0,-1,0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1,0.0,0,-0.0,-1.0,0.0,-1.0,0.0,-1,0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0
20171123,@TYZ7,1.0,0.000124890720619,125125.0,rates,1511473716,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,-1,-0.0,1,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,1.0,0.0,0,0.0,1.0,0.0,1,0.0,-1,-0.0,1.0,0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,1.0,0.0,0,0.0,1,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0
20171123,@NKDZ7,1.0,0.000892857142857,100827.486958,index,1511473716,1.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,1,0.0,-1,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1.0,0.0,1,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,0,0.0,-1.0,-0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20171123,@EUZ7,1.0,0.00194256756757,148287.5,currency,1511473716,1.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20171123,@WH8,0.0,0.0,22075.0,grain,1511378085,1.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1,0.0,1,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,0,0.0,1.0,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,1,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0
20171123,QGCZ7,-1.0,-0.00116081101997,129070.0,metal,1511473716,1.0,-149.825878347,149.825878347,1.0,-149.825878347,1.0,-149.825878347,-1.0,149.825878347,1.0,-149.825878347,1.0,-149.825878347,-1.0,149.825878347,-1.0,149.825878347,-1.0,149.825878347,-1.0,149.825878347,-1.0,149.825878347,0,-0.0,-1,149.825878347,1,-149.825878347,0.0,-0.0,-1.0,149.825878347,-1.0,149.825878347,1.0,-149.825878347,1.0,-149.825878347,-1.0,149.825878347,0,-0.0,-1.0,149.825878347,1.0,-149.825878347,1.0,-149.825878347,1.0,-149.825878347,-1.0,149.825878347,1.0,-149.825878347,-1.0,149.825878347,-1.0,149.825878347,-1,149.825878347,0,-0.0,-1.0,149.825878347,1.0,-149.825878347,-1,149.825878347,-1.0,149.825878347,-1,149.825878347,1.0,-149.825878347,0.0,-0.0,-1.0,149.825878347,1.0,-149.825878347,-1.0,149.825878347,-1.0,149.825878347,0.0,-0.0,-1.0,149.825878347,-1.0,149.825878347,1.0,-149.825878347,1.0,-149.825878347,-1,149.825878347,1,-149.825878347,0.0,-0.0,1.0,-149.825878347,1.0,-149.825878347,0.0,-0.0,1.0,-149.825878347,1.0,-149.825878347,0.0,-0.0,-1.0,149.825878347,-1.0,149.825878347,-1,149.825878347,-1,149.825878347,1.0,-149.825878347,0,-0.0,1.0,-149.825878347,1,-149.825878347,-1,149.825878347,1.0,-149.825878347,0,-0.0,-1.0,149.825878347,-1.0,149.825878347,1.0,-149.825878347,-1.0,149.825878347,1.0,-149.825878347,-1.0,149.825878347,0.0,-0.0,-1.0,149.825878347,1.0,-149.825878347,1,-149.825878347,1,-149.825878347,0.0,-0.0,1.0,-149.825878347,-1,149.825878347,1.0,-149.825878347,1.0,-149.825878347,0,-0.0,1,-149.825878347,-1.0,149.825878347,1.0,-149.825878347,1.0,-149.825878347,1.0,-149.825878347
20171123,@SF8,1.0,0.00834175935288,49862.5,grain,1511473716,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,1,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1,0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
